State,County,Civilian labor force 2007,Employed 2007,Civilian labor force 2007,Employed 2007,Unemployed 2007,Unemployment rate 2007,Civilian labor force 2008,Employed 2008,Unemployed 2008,Unemployment rate 2008,Civilian labor force 2009,Employed 2009,Unemployed 2009,Unemployment rate 2009,Civilian abor force 2010,Employed 2010,Unemployed 2010,Unemployment rate 2010,Civilian labor force 2011,Employed 2011,Unemployed 2011,Unemploymen trate 2011,Civilian labor force 2012,Employed 2012,Unemployed 2012,Unemployment rate 2012,Civilian labor force 2013,Employed 2013,Unemployed 2013,Unemployment rate 2013,Civilian labor force 2014,Employed 2014,Unemployed 2014,Unemployment rate 2014,Civilian labor force 2015,Employed 2015,Unemployed 2015,Unemployment rate 2015,Civilian labor force 2016,Employed 2016,Unemployed 2016,Unemployment rate 2016,Civilian labor force 2017,Employed 2017,Unemployed 2017,Unemployment rate 2017,Civilian labor force 2018,Employed 2018,Unemployed 2018,Unemployment rate 2018,Median Household Income 2017,Income % of State Total 2017
FL,"Taylor County, FL",8814.00,8431.00,8814.00,8431.00,383.00,4.30,9139.00,8525.00,614.00,6.70,9167.00,8181.00,986.00,10.80,9473.00,8471.00,1002.00,10.60,9444.00,8493.00,951.00,10.10,9408.00,8564.00,844.00,9.00,9484.00,8742.00,742.00,7.80,9354.00,8711.00,643.00,6.90,8967.00,8363.00,604.00,6.70,8829.00,8353.00,476.00,5.40,8796.00,8401.00,395.00,4.50,8735.00,8399.00,336.00,3.80,"$41,557",79.00
FL,"Union County, FL",5136.00,4973.00,5136.00,4973.00,163.00,3.20,5309.00,5045.00,264.00,5.00,5388.00,4982.00,406.00,7.50,5479.00,5013.00,466.00,8.50,5178.00,4754.00,424.00,8.20,5087.00,4720.00,367.00,7.20,4984.00,4669.00,315.00,6.30,4730.00,4447.00,283.00,6.00,4729.00,4498.00,231.00,4.90,4792.00,4585.00,207.00,4.30,4827.00,4646.00,181.00,3.70,4670.00,4511.00,159.00,3.40,"$47,373",90.10
FL,"Wakulla County, FL",15109.00,14650.00,15109.00,14650.00,459.00,3.00,15916.00,15178.00,738.00,4.60,16732.00,15569.00,1163.00,7.00,14589.00,13368.00,1221.00,8.40,14604.00,13398.00,1206.00,8.30,14121.00,13092.00,1029.00,7.30,14078.00,13238.00,840.00,6.00,14295.00,13554.00,741.00,5.20,13939.00,13287.00,652.00,4.70,14284.00,13694.00,590.00,4.10,14531.00,14010.00,521.00,3.60,14767.00,14307.00,460.00,3.10,"$55,717",106.00
FL,"Walton County, FL",31252.00,30380.00,31252.00,30380.00,872.00,2.80,31129.00,29684.00,1445.00,4.60,30837.00,28499.00,2338.00,7.60,25984.00,23547.00,2437.00,9.40,26285.00,24050.00,2235.00,8.50,26271.00,24360.00,1911.00,7.30,26975.00,25329.00,1646.00,6.10,27324.00,25876.00,1448.00,5.30,27801.00,26491.00,1310.00,4.70,28917.00,27676.00,1241.00,4.30,30131.00,29027.00,1104.00,3.70,30644.00,29698.00,946.00,3.10,"$52,922",100.60
FL,"Washington County, FL",9652.00,9259.00,9652.00,9259.00,393.00,4.10,9881.00,9234.00,647.00,6.50,9920.00,8922.00,998.00,10.10,10298.00,9210.00,1088.00,10.60,10412.00,9369.00,1043.00,10.00,10064.00,9176.00,888.00,8.80,9853.00,9094.00,759.00,7.70,9684.00,9032.00,652.00,6.70,9595.00,9023.00,572.00,6.00,9692.00,9195.00,497.00,5.10,9814.00,9385.00,429.00,4.40,9920.00,9541.00,379.00,3.80,"$36,052",68.60
GA,"Appling County, GA",9079.00,8599.00,9079.00,8599.00,480.00,5.30,9354.00,8701.00,653.00,7.00,9455.00,8500.00,955.00,10.10,8746.00,7710.00,1036.00,11.80,8875.00,7778.00,1097.00,12.40,8982.00,7975.00,1007.00,11.20,8673.00,7741.00,932.00,10.70,8639.00,7879.00,760.00,8.80,8650.00,8018.00,632.00,7.30,9189.00,8604.00,585.00,6.40,9263.00,8759.00,504.00,5.40,9044.00,8651.00,393.00,4.30,"$40,862",72.80
GA,"Atkinson County, GA",3390.00,3198.00,3390.00,3198.00,192.00,5.70,3388.00,3106.00,282.00,8.30,3289.00,2797.00,492.00,15.00,3451.00,2925.00,526.00,15.20,3495.00,3047.00,448.00,12.80,3446.00,3048.00,398.00,11.50,3485.00,3159.00,326.00,9.40,3605.00,3333.00,272.00,7.50,3854.00,3633.00,221.00,5.70,3976.00,3769.00,207.00,5.20,4166.00,3982.00,184.00,4.40,4358.00,4204.00,154.00,3.50,"$34,821",62.10
GA,"Bacon County, GA",4738.00,4511.00,4738.00,4511.00,227.00,4.80,4794.00,4495.00,299.00,6.20,4643.00,4207.00,436.00,9.40,4542.00,4059.00,483.00,10.60,4508.00,4035.00,473.00,10.50,4557.00,4116.00,441.00,9.70,4628.00,4237.00,391.00,8.40,4833.00,4498.00,335.00,6.90,4882.00,4602.00,280.00,5.70,4982.00,4722.00,260.00,5.20,5054.00,4831.00,223.00,4.40,5057.00,4864.00,193.00,3.80,"$38,417",68.50
GA,"Baker County, GA",1657.00,1574.00,1657.00,1574.00,83.00,5.00,1677.00,1570.00,107.00,6.40,1586.00,1439.00,147.00,9.30,1232.00,1083.00,149.00,12.10,1172.00,1036.00,136.00,11.60,1172.00,1043.00,129.00,11.00,1129.00,1010.00,119.00,10.50,1112.00,1012.00,100.00,9.00,1120.00,1039.00,81.00,7.20,1181.00,1090.00,91.00,7.70,1237.00,1161.00,76.00,6.10,1217.00,1155.00,62.00,5.10,"$37,286",66.40
GA,"Banks County, GA",10601.00,10283.00,10601.00,10283.00,318.00,3.00,11055.00,10556.00,499.00,4.50,10552.00,9747.00,805.00,7.60,8457.00,7640.00,817.00,9.70,8506.00,7720.00,786.00,9.20,8591.00,7885.00,706.00,8.20,7995.00,7365.00,630.00,7.90,8126.00,7589.00,537.00,6.60,8199.00,7742.00,457.00,5.60,8816.00,8389.00,427.00,4.80,9275.00,8917.00,358.00,3.90,9538.00,9241.00,297.00,3.10,"$49,481",88.20
GA,"Ben Hill County, GA",7891.00,7348.00,7891.00,7348.00,543.00,6.90,7536.00,6719.00,817.00,10.80,7286.00,6148.00,1138.00,15.60,6516.00,5481.00,1035.00,15.90,6254.00,5279.00,975.00,15.60,6183.00,5321.00,862.00,13.90,5775.00,5055.00,720.00,12.50,5579.00,5024.00,555.00,9.90,5462.00,4970.00,492.00,9.00,5547.00,5093.00,454.00,8.20,5468.00,5047.00,421.00,7.70,5508.00,5184.00,324.00,5.90,"$32,370",57.70
GA,"Berrien County, GA",8801.00,8419.00,8801.00,8419.00,382.00,4.30,8665.00,8061.00,604.00,7.00,8211.00,7140.00,1071.00,13.00,7990.00,6951.00,1039.00,13.00,7868.00,6886.00,982.00,12.50,7859.00,7054.00,805.00,10.20,7410.00,6703.00,707.00,9.50,7214.00,6600.00,614.00,8.50,7027.00,6522.00,505.00,7.20,7220.00,6779.00,441.00,6.10,7390.00,7015.00,375.00,5.10,7477.00,7166.00,311.00,4.20,"$38,239",68.10
GA,"Bleckley County, GA",5364.00,5084.00,5364.00,5084.00,280.00,5.20,5406.00,5013.00,393.00,7.30,5451.00,4908.00,543.00,10.00,5474.00,4792.00,682.00,12.50,5492.00,4759.00,733.00,13.30,5282.00,4617.00,665.00,12.60,4788.00,4118.00,670.00,14.00,4617.00,4100.00,517.00,11.20,4360.00,3988.00,372.00,8.50,4502.00,4146.00,356.00,7.90,4581.00,4276.00,305.00,6.70,4660.00,4394.00,266.00,5.70,"$44,262",78.90
GA,"Brantley County, GA",7559.00,7220.00,7559.00,7220.00,339.00,4.50,7677.00,7186.00,491.00,6.40,7545.00,6723.00,822.00,10.90,7468.00,6516.00,952.00,12.70,7463.00,6480.00,983.00,13.20,7440.00,6546.00,894.00,12.00,7036.00,6287.00,749.00,10.60,6867.00,6235.00,632.00,9.20,6886.00,6373.00,513.00,7.40,7095.00,6620.00,475.00,6.70,7303.00,6890.00,413.00,5.70,7351.00,7022.00,329.00,4.50,"$40,906",72.90
GA,"Brooks County, GA",8407.00,8047.00,8407.00,8047.00,360.00,4.30,8406.00,7927.00,479.00,5.70,8022.00,7334.00,688.00,8.60,7309.00,6605.00,704.00,9.60,7066.00,6359.00,707.00,10.00,6808.00,6184.00,624.00,9.20,6682.00,6125.00,557.00,8.30,6612.00,6136.00,476.00,7.20,6867.00,6449.00,418.00,6.10,7011.00,6644.00,367.00,5.20,7044.00,6729.00,315.00,4.50,7044.00,6767.00,277.00,3.90,"$36,030",64.20
GA,"Bryan County, GA",16623.00,16054.00,16623.00,16054.00,569.00,3.40,17096.00,16255.00,841.00,4.90,16983.00,15653.00,1330.00,7.80,14455.00,13070.00,1385.00,9.60,14722.00,13344.00,1378.00,9.40,15153.00,13896.00,1257.00,8.30,15417.00,14270.00,1147.00,7.40,15498.00,14501.00,997.00,6.40,16103.00,15257.00,846.00,5.30,16929.00,16108.00,821.00,4.80,17609.00,16876.00,733.00,4.20,17868.00,17260.00,608.00,3.40,"$73,877",131.60
GA,"Burke County, GA",9979.00,9208.00,9979.00,9208.00,771.00,7.70,10002.00,9133.00,869.00,8.70,9939.00,8759.00,1180.00,11.90,9791.00,8601.00,1190.00,12.20,9953.00,8690.00,1263.00,12.70,9718.00,8517.00,1201.00,12.40,9484.00,8348.00,1136.00,12.00,9142.00,8229.00,913.00,10.00,9106.00,8367.00,739.00,8.10,9241.00,8531.00,710.00,7.70,9335.00,8676.00,659.00,7.10,9367.00,8805.00,562.00,6.00,"$41,863",74.60
GA,"Butts County, GA",10151.00,9628.00,10151.00,9628.00,523.00,5.20,10456.00,9674.00,782.00,7.50,10144.00,8923.00,1221.00,12.00,10491.00,9288.00,1203.00,11.50,10458.00,9270.00,1188.00,11.40,10375.00,9311.00,1064.00,10.30,10197.00,9250.00,947.00,9.30,9996.00,9250.00,746.00,7.50,10098.00,9427.00,671.00,6.60,10378.00,9795.00,583.00,5.60,10619.00,10113.00,506.00,4.80,10744.00,10310.00,434.00,4.00,"$46,062",82.10
GA,"Calhoun County, GA",2175.00,2032.00,2175.00,2032.00,143.00,6.60,2407.00,2214.00,193.00,8.00,2343.00,2080.00,263.00,11.20,2620.00,2390.00,230.00,8.80,2522.00,2310.00,212.00,8.40,2375.00,2190.00,185.00,7.80,2105.00,1934.00,171.00,8.10,2134.00,1986.00,148.00,6.90,2123.00,1991.00,132.00,6.20,2163.00,2041.00,122.00,5.60,2248.00,2131.00,117.00,5.20,2256.00,2160.00,96.00,4.30,"$33,889",60.40
GA,"Camden County, GA",21609.00,20742.00,21609.00,20742.00,867.00,4.00,21373.00,20178.00,1195.00,5.60,20757.00,18902.00,1855.00,8.90,20695.00,18643.00,2052.00,9.90,21154.00,19133.00,2021.00,9.60,21882.00,20003.00,1879.00,8.60,21579.00,19904.00,1675.00,7.80,21894.00,20455.00,1439.00,6.60,22241.00,21008.00,1233.00,5.50,20351.00,19183.00,1168.00,5.70,20852.00,19804.00,1048.00,5.00,20982.00,20110.00,872.00,4.20,"$53,582",95.50
GA,"Candler County, GA",4418.00,4223.00,4418.00,4223.00,195.00,4.40,4348.00,4075.00,273.00,6.30,4341.00,3938.00,403.00,9.30,4917.00,4482.00,435.00,8.80,5033.00,4549.00,484.00,9.60,5187.00,4737.00,450.00,8.70,5102.00,4685.00,417.00,8.20,5059.00,4711.00,348.00,6.90,4954.00,4672.00,282.00,5.70,5072.00,4830.00,242.00,4.80,5228.00,5016.00,212.00,4.10,5358.00,5174.00,184.00,3.40,"$33,846",60.30
GA,"Charlton County, GA",4595.00,4377.00,4595.00,4377.00,218.00,4.70,4587.00,4278.00,309.00,6.70,4472.00,3983.00,489.00,10.90,4797.00,4288.00,509.00,10.60,4965.00,4437.00,528.00,10.60,4980.00,4515.00,465.00,9.30,4919.00,4504.00,415.00,8.40,4791.00,4439.00,352.00,7.30,4754.00,4450.00,304.00,6.40,4740.00,4474.00,266.00,5.60,4861.00,4618.00,243.00,5.00,4805.00,4599.00,206.00,4.30,"$40,636",72.40
GA,"Chattahoochee County, GA",1704.00,1543.00,1704.00,1543.00,161.00,9.40,2558.00,2246.00,312.00,12.20,2621.00,2232.00,389.00,14.80,2218.00,1976.00,242.00,10.90,2369.00,2095.00,274.00,11.60,2601.00,2296.00,305.00,11.70,2461.00,2191.00,270.00,11.00,2222.00,2007.00,215.00,9.70,2104.00,1920.00,184.00,8.70,2059.00,1889.00,170.00,8.30,1988.00,1854.00,134.00,6.70,1988.00,1877.00,111.00,5.60,"$44,439",79.20
GA,"Chattooga County, GA",10922.00,10279.00,10922.00,10279.00,643.00,5.90,11279.00,10172.00,1107.00,9.80,10773.00,9339.00,1434.00,13.30,10671.00,9425.00,1246.00,11.70,10578.00,9411.00,1167.00,11.00,10642.00,9552.00,1090.00,10.20,10537.00,9589.00,948.00,9.00,10485.00,9690.00,795.00,7.60,10523.00,9874.00,649.00,6.20,10435.00,9779.00,656.00,6.30,10556.00,10063.00,493.00,4.70,10487.00,10058.00,429.00,4.10,"$39,325",70.10
GA,"Clay County, GA",1476.00,1394.00,1476.00,1394.00,82.00,5.60,1477.00,1370.00,107.00,7.20,1414.00,1293.00,121.00,8.60,1101.00,973.00,128.00,11.60,1066.00,935.00,131.00,12.30,1009.00,883.00,126.00,12.50,955.00,846.00,109.00,11.40,912.00,809.00,103.00,11.30,857.00,756.00,101.00,11.80,883.00,792.00,91.00,10.30,866.00,789.00,77.00,8.90,858.00,792.00,66.00,7.70,"$29,122",51.90
GA,"Clinch County, GA",2763.00,2616.00,2763.00,2616.00,147.00,5.30,2798.00,2597.00,201.00,7.20,2789.00,2482.00,307.00,11.00,2900.00,2579.00,321.00,11.10,2889.00,2572.00,317.00,11.00,2917.00,2634.00,283.00,9.70,2830.00,2571.00,259.00,9.20,2818.00,2583.00,235.00,8.30,2765.00,2571.00,194.00,7.00,2769.00,2599.00,170.00,6.10,2775.00,2624.00,151.00,5.40,2766.00,2640.00,126.00,4.60,"$37,174",66.20
GA,"Coffee County, GA",16522.00,15547.00,16522.00,15547.00,975.00,5.90,16729.00,15348.00,1381.00,8.30,16376.00,13854.00,2522.00,15.40,17202.00,14484.00,2718.00,15.80,17605.00,15336.00,2269.00,12.90,17477.00,15483.00,1994.00,11.40,17509.00,15772.00,1737.00,9.90,17583.00,16159.00,1424.00,8.10,17243.00,16084.00,1159.00,6.70,18086.00,17038.00,1048.00,5.80,18452.00,17521.00,931.00,5.00,18709.00,17864.00,845.00,4.50,"$39,408",70.20
GA,"Colquitt County, GA",20474.00,19561.00,20474.00,19561.00,913.00,4.50,20769.00,19522.00,1247.00,6.00,20475.00,18610.00,1865.00,9.10,21316.00,19247.00,2069.00,9.70,21236.00,19217.00,2019.00,9.50,21009.00,19162.00,1847.00,8.80,20328.00,18545.00,1783.00,8.80,20022.00,18410.00,1612.00,8.10,19996.00,18719.00,1277.00,6.40,21099.00,19995.00,1104.00,5.20,22076.00,21090.00,986.00,4.50,21551.00,20740.00,811.00,3.80,"$36,651",65.30
GA,"Cook County, GA",7134.00,6731.00,7134.00,6731.00,403.00,5.60,7252.00,6691.00,561.00,7.70,6967.00,6077.00,890.00,12.80,7885.00,6966.00,919.00,11.70,7602.00,6746.00,856.00,11.30,7534.00,6821.00,713.00,9.50,7437.00,6802.00,635.00,8.50,7374.00,6778.00,596.00,8.10,7267.00,6782.00,485.00,6.70,7523.00,7117.00,406.00,5.40,7715.00,7368.00,347.00,4.50,7886.00,7588.00,298.00,3.80,"$36,463",65.00
GA,"Crawford County, GA",6124.00,5837.00,6124.00,5837.00,287.00,4.70,6278.00,5900.00,378.00,6.00,6075.00,5465.00,610.00,10.00,5769.00,5109.00,660.00,11.40,5807.00,5181.00,626.00,10.80,5831.00,5259.00,572.00,9.80,5688.00,5185.00,503.00,8.80,5596.00,5179.00,417.00,7.50,5560.00,5210.00,350.00,6.30,5677.00,5344.00,333.00,5.90,5731.00,5451.00,280.00,4.90,5703.00,5466.00,237.00,4.20,"$47,422",84.50
GA,"Crisp County, GA",10625.00,10011.00,10625.00,10011.00,614.00,5.80,10223.00,9437.00,786.00,7.70,9765.00,8574.00,1191.00,12.20,9208.00,7901.00,1307.00,14.20,9203.00,7923.00,1280.00,13.90,9177.00,8030.00,1147.00,12.50,9674.00,8594.00,1080.00,11.20,9426.00,8596.00,830.00,8.80,9400.00,8757.00,643.00,6.80,9189.00,8637.00,552.00,6.00,9401.00,8917.00,484.00,5.10,9399.00,8943.00,456.00,4.90,"$34,754",61.90
GA,"Dade County, GA",8436.00,8080.00,8436.00,8080.00,356.00,4.20,8451.00,7972.00,479.00,5.70,8146.00,7294.00,852.00,10.50,8348.00,7624.00,724.00,8.70,8365.00,7697.00,668.00,8.00,8386.00,7747.00,639.00,7.60,8127.00,7548.00,579.00,7.10,7863.00,7369.00,494.00,6.30,7831.00,7402.00,429.00,5.50,8017.00,7614.00,403.00,5.00,8207.00,7852.00,355.00,4.30,8274.00,7974.00,300.00,3.60,"$45,053",80.30
GA,"Dawson County, GA",11103.00,10693.00,11103.00,10693.00,410.00,3.70,11376.00,10707.00,669.00,5.90,11256.00,10134.00,1122.00,10.00,10966.00,9771.00,1195.00,10.90,10882.00,9779.00,1103.00,10.10,10859.00,9928.00,931.00,8.60,10782.00,9986.00,796.00,7.40,10765.00,10113.00,652.00,6.10,10915.00,10358.00,557.00,5.10,11331.00,10803.00,528.00,4.70,11879.00,11423.00,456.00,3.80,12040.00,11639.00,401.00,3.30,"$64,930",115.70
GA,"Decatur County, GA",11769.00,11062.00,11769.00,11062.00,707.00,6.00,12114.00,11190.00,924.00,7.60,11912.00,10404.00,1508.00,12.70,12446.00,10897.00,1549.00,12.40,12066.00,10619.00,1447.00,12.00,12246.00,11006.00,1240.00,10.10,11575.00,10476.00,1099.00,9.50,11341.00,10421.00,920.00,8.10,11362.00,10590.00,772.00,6.80,11473.00,10713.00,760.00,6.60,11659.00,11018.00,641.00,5.50,11551.00,11012.00,539.00,4.70,"$37,835",67.40
GA,"Dodge County, GA",9524.00,9051.00,9524.00,9051.00,473.00,5.00,9419.00,8788.00,631.00,6.70,9079.00,8104.00,975.00,10.70,8361.00,7271.00,1090.00,13.00,8292.00,7274.00,1018.00,12.30,8152.00,7212.00,940.00,11.50,7781.00,6896.00,885.00,11.40,7409.00,6689.00,720.00,9.70,6937.00,6356.00,581.00,8.40,7015.00,6507.00,508.00,7.20,7131.00,6689.00,442.00,6.20,7176.00,6804.00,372.00,5.20,"$36,067",64.30
GA,"Dooly County, GA",4927.00,4668.00,4927.00,4668.00,259.00,5.30,4805.00,4482.00,323.00,6.70,4836.00,4356.00,480.00,9.90,4960.00,4386.00,574.00,11.60,4789.00,4164.00,625.00,13.10,4813.00,4260.00,553.00,11.50,4515.00,3996.00,519.00,11.50,4622.00,4180.00,442.00,9.60,4746.00,4388.00,358.00,7.50,4950.00,4664.00,286.00,5.80,5087.00,4832.00,255.00,5.00,5157.00,4919.00,238.00,4.60,"$35,781",63.80
GA,"Early County, GA",5334.00,5037.00,5334.00,5037.00,297.00,5.60,5524.00,5157.00,367.00,6.60,5517.00,4937.00,580.00,10.50,4478.00,3953.00,525.00,11.70,4449.00,3938.00,511.00,11.50,4489.00,4033.00,456.00,10.20,4375.00,3975.00,400.00,9.10,4331.00,3944.00,387.00,8.90,4347.00,4045.00,302.00,6.90,4400.00,4099.00,301.00,6.80,4532.00,4288.00,244.00,5.40,4560.00,4351.00,209.00,4.60,"$32,490",57.90
GA,"Echols County, GA",2251.00,2182.00,2251.00,2182.00,69.00,3.10,2217.00,2122.00,95.00,4.30,2204.00,2045.00,159.00,7.20,1876.00,1722.00,154.00,8.20,1879.00,1727.00,152.00,8.10,1807.00,1674.00,133.00,7.40,1780.00,1667.00,113.00,6.30,1778.00,1674.00,104.00,5.80,1861.00,1774.00,87.00,4.70,1883.00,1802.00,81.00,4.30,1905.00,1831.00,74.00,3.90,1900.00,1839.00,61.00,3.20,"$36,559",65.10
GA,"Effingham County, GA",28501.00,27560.00,28501.00,27560.00,941.00,3.30,29084.00,27683.00,1401.00,4.80,28603.00,26247.00,2356.00,8.20,25777.00,23310.00,2467.00,9.60,25639.00,23251.00,2388.00,9.30,25958.00,23786.00,2172.00,8.40,26177.00,24303.00,1874.00,7.20,26187.00,24567.00,1620.00,6.20,27094.00,25710.00,1384.00,5.10,28415.00,27050.00,1365.00,4.80,29467.00,28285.00,1182.00,4.00,29925.00,28936.00,989.00,3.30,"$68,109",121.40
GA,"Elbert County, GA",9862.00,9303.00,9862.00,9303.00,559.00,5.70,10087.00,9246.00,841.00,8.30,10045.00,8816.00,1229.00,12.20,8934.00,7605.00,1329.00,14.90,8796.00,7378.00,1418.00,16.10,8557.00,7481.00,1076.00,12.60,8368.00,7463.00,905.00,10.80,8042.00,7352.00,690.00,8.60,7593.00,7029.00,564.00,7.40,7729.00,7230.00,499.00,6.50,7860.00,7451.00,409.00,5.20,7843.00,7465.00,378.00,4.80,"$35,452",63.20
GA,"Emanuel County, GA",10829.00,10271.00,10829.00,10271.00,558.00,5.20,10803.00,10007.00,796.00,7.40,10568.00,9438.00,1130.00,10.70,9118.00,7946.00,1172.00,12.90,9162.00,7944.00,1218.00,13.30,9090.00,7967.00,1123.00,12.40,8845.00,7738.00,1107.00,12.50,8557.00,7666.00,891.00,10.40,8295.00,7569.00,726.00,8.80,8446.00,7795.00,651.00,7.70,8593.00,8023.00,570.00,6.60,8324.00,7834.00,490.00,5.90,"$33,551",59.80
GA,"Evans County, GA",4985.00,4771.00,4985.00,4771.00,214.00,4.30,5023.00,4707.00,316.00,6.30,4958.00,4524.00,434.00,8.80,4769.00,4336.00,433.00,9.10,4809.00,4370.00,439.00,9.10,4804.00,4393.00,411.00,8.60,4727.00,4367.00,360.00,7.60,4722.00,4419.00,303.00,6.40,4651.00,4391.00,260.00,5.60,4788.00,4554.00,234.00,4.90,4890.00,4678.00,212.00,4.30,4915.00,4735.00,180.00,3.70,"$34,464",61.40
GA,"Fannin County, GA",11000.00,10588.00,11000.00,10588.00,412.00,3.70,10959.00,10275.00,684.00,6.20,10811.00,9676.00,1135.00,10.50,10271.00,9070.00,1201.00,11.70,10273.00,9113.00,1160.00,11.30,10020.00,8996.00,1024.00,10.20,9762.00,8884.00,878.00,9.00,9826.00,9083.00,743.00,7.60,10085.00,9461.00,624.00,6.20,10828.00,10251.00,577.00,5.30,10982.00,10461.00,521.00,4.70,11207.00,10765.00,442.00,3.90,"$42,986",76.60
GA,"Franklin County, GA",10448.00,9938.00,10448.00,9938.00,510.00,4.90,10465.00,9734.00,731.00,7.00,10261.00,9042.00,1219.00,11.90,9698.00,8468.00,1230.00,12.70,9751.00,8566.00,1185.00,12.20,9543.00,8466.00,1077.00,11.30,9331.00,8420.00,911.00,9.80,9221.00,8476.00,745.00,8.10,9260.00,8679.00,581.00,6.30,9787.00,9277.00,510.00,5.20,10079.00,9603.00,476.00,4.70,9993.00,9610.00,383.00,3.80,"$42,703",76.10
GA,"Gilmer County, GA",14221.00,13715.00,14221.00,13715.00,506.00,3.60,14116.00,13289.00,827.00,5.90,13620.00,12206.00,1414.00,10.40,12811.00,11366.00,1445.00,11.30,12372.00,10917.00,1455.00,11.80,12158.00,10874.00,1284.00,10.60,11907.00,10837.00,1070.00,9.00,11927.00,11065.00,862.00,7.20,11691.00,10985.00,706.00,6.00,11834.00,11165.00,669.00,5.70,12009.00,11409.00,600.00,5.00,11992.00,11485.00,507.00,4.20,"$46,200",82.30
GA,"Glascock County, GA",1119.00,1062.00,1119.00,1062.00,57.00,5.10,1130.00,1053.00,77.00,6.80,1133.00,1004.00,129.00,11.40,1324.00,1178.00,146.00,11.00,1335.00,1193.00,142.00,10.60,1322.00,1194.00,128.00,9.70,1289.00,1167.00,122.00,9.50,1262.00,1161.00,101.00,8.00,1230.00,1148.00,82.00,6.70,1268.00,1192.00,76.00,6.00,1299.00,1235.00,64.00,4.90,1295.00,1241.00,54.00,4.20,"$43,529",77.60
GA,"Grady County, GA",12272.00,11779.00,12272.00,11779.00,493.00,4.00,11997.00,11278.00,719.00,6.00,11764.00,10622.00,1142.00,9.70,10399.00,9309.00,1090.00,10.50,10847.00,9817.00,1030.00,9.50,10831.00,9902.00,929.00,8.60,10482.00,9673.00,809.00,7.70,10422.00,9661.00,761.00,7.30,10394.00,9769.00,625.00,6.00,10253.00,9698.00,555.00,5.40,10748.00,10228.00,520.00,4.80,10684.00,10271.00,413.00,3.90,"$41,095",73.20
GA,"Greene County, GA",7458.00,7061.00,7458.00,7061.00,397.00,5.30,7624.00,7107.00,517.00,6.80,7588.00,6727.00,861.00,11.30,6412.00,5567.00,845.00,13.20,6379.00,5592.00,787.00,12.30,6420.00,5708.00,712.00,11.10,6350.00,5721.00,629.00,9.90,6406.00,5883.00,523.00,8.20,6809.00,6358.00,451.00,6.60,6604.00,6206.00,398.00,6.00,6830.00,6481.00,349.00,5.10,6994.00,6697.00,297.00,4.20,"$50,736",90.40
GA,"Habersham County, GA",20218.00,19416.00,20218.00,19416.00,802.00,4.00,20854.00,19664.00,1190.00,5.70,20243.00,18218.00,2025.00,10.00,18347.00,16390.00,1957.00,10.70,18337.00,16411.00,1926.00,10.50,18427.00,16673.00,1754.00,9.50,19316.00,17768.00,1548.00,8.00,18913.00,17603.00,1310.00,6.90,18765.00,17692.00,1073.00,5.70,19302.00,18286.00,1016.00,5.30,19304.00,18432.00,872.00,4.50,19385.00,18670.00,715.00,3.70,"$49,292",87.80
GA,"Hancock County, GA",3304.00,3027.00,3304.00,3027.00,277.00,8.40,3361.00,2924.00,437.00,13.00,3290.00,2645.00,645.00,19.60,3104.00,2393.00,711.00,22.90,2961.00,2375.00,586.00,19.80,2758.00,2290.00,468.00,17.00,2641.00,2253.00,388.00,14.70,2514.00,2221.00,293.00,11.70,2481.00,2238.00,243.00,9.80,2530.00,2319.00,211.00,8.30,2529.00,2351.00,178.00,7.00,2479.00,2330.00,149.00,6.00,"$31,247",55.70
GA,"Haralson County, GA",12872.00,12270.00,12872.00,12270.00,602.00,4.70,12951.00,12102.00,849.00,6.60,12665.00,11142.00,1523.00,12.00,12385.00,10866.00,1519.00,12.30,12255.00,10833.00,1422.00,11.60,12101.00,10863.00,1238.00,10.20,11968.00,10859.00,1109.00,9.30,11838.00,10903.00,935.00,7.90,11837.00,11063.00,774.00,6.50,12157.00,11455.00,702.00,5.80,12385.00,11797.00,588.00,4.70,12508.00,12026.00,482.00,3.90,"$45,167",80.50
GA,"Harris County, GA",16064.00,15490.00,16064.00,15490.00,574.00,3.60,16428.00,15658.00,770.00,4.70,16406.00,15215.00,1191.00,7.30,16415.00,15149.00,1266.00,7.70,16399.00,15184.00,1215.00,7.40,16275.00,15102.00,1173.00,7.20,15810.00,14776.00,1034.00,6.50,15679.00,14746.00,933.00,6.00,15656.00,14836.00,820.00,5.20,16068.00,15287.00,781.00,4.90,16648.00,15962.00,686.00,4.10,16736.00,16165.00,571.00,3.40,"$72,811",129.70
GA,"Hart County, GA",10834.00,10132.00,10834.00,10132.00,702.00,6.50,10704.00,9764.00,940.00,8.80,10458.00,9051.00,1407.00,13.50,10959.00,9697.00,1262.00,11.50,11146.00,9898.00,1248.00,11.20,10823.00,9709.00,1114.00,10.30,10498.00,9533.00,965.00,9.20,10353.00,9580.00,773.00,7.50,10373.00,9730.00,643.00,6.20,11012.00,10423.00,589.00,5.30,11250.00,10755.00,495.00,4.40,11681.00,11258.00,423.00,3.60,"$44,603",79.50
